location,technology,time_step,production
GER,Coal,426,52850.7434075322
GER,Coal,427,54841.1821788406
GER,Coal,428,53501.77076541
GER,Coal,429,50677.6705703596
GER,Coal,430,48995.7452105893
GER,Coal,431,49363.1625680716
GER,Coal,432,46335.9673575187
GER,Coal,433,43358.8682272962
GER,Coal,434,41538.0923479863
GER,Coal,435,40805.938012824
GER,Coal,436,41153.3485173217
GER,Coal,437,42852.8390843552
GER,Coal,438,47128.693615269
GER,Coal,439,56788.2239288501
GER,Coal,440,65157.8067073538
GER,Coal,441,67932.36912857862
GER,Coal,442,68224.3632123129
GER,Coal,443,68591.74583057761
GER,Coal,444,68591.74583057761
GER,Coal,445,68591.74583057761
GER,Coal,446,68591.74583057761
GER,Coal,447,68024.0628912566
GER,Coal,448,67335.349158487
GER,Coal,449,67150.65681000492
GER,Coal,450,68591.74583057761
GER,Coal,451,68591.74583057761
GER,Coal,452,68306.99016571052
GER,Coal,453,63626.6742091928
GER,Coal,454,59953.6576665511
GER,Coal,455,56772.5622703893
GER,Coal,456,52035.0810781213
GER,Coal,457,48678.1953041495
GER,Coal,458,46487.8799940599
GER,Coal,459,45407.5080090213
GER,Coal,460,45812.4873219585
GER,Coal,461,47030.7681569283
GER,Coal,462,50493.8592627285
GER,Coal,463,58832.8785076469
GER,Coal,464,66473.91889560602
GER,Coal,465,68591.74583057761
GER,Coal,466,68591.74583057761
GER,Coal,467,68591.74583057761
GER,Coal,468,68591.74583057761
GER,Coal,469,68591.74583057761
GER,Coal,470,68591.74583057761
GER,Coal,471,68591.74583057761
GER,Coal,472,68051.8551019037
GER,Coal,473,67463.7876264486
GER,Coal,474,68591.74583057761
GER,Coal,475,68591.74583057761
GER,Coal,476,68508.346471019
GER,Coal,477,64266.0484830461
GER,Coal,478,60453.1052270268
GER,Coal,479,57204.9807452486
GER,Coal,480,52709.2428225691
GER,Coal,481,49438.8245759005
GER,Coal,482,47125.5155577192
GER,Coal,483,46120.7114754513
GER,Coal,484,46525.421739929
GER,Coal,485,47620.9678104737
GER,Coal,486,50987.3037568296
GER,Coal,487,59278.897196427
GER,Coal,488,66928.6109257701
GER,Coal,489,68591.74583057761
GER,Coal,490,68591.74583057761
GER,Coal,491,68591.74583057761
GER,Coal,492,68591.74583057761
GER,Coal,493,68591.74583057761
GER,Coal,494,68591.74583057761
GER,Coal,495,68095.7498009501
GER,Coal,496,67379.72132569521
GER,Coal,497,67360.39719865222
GER,Coal,498,68591.74583057761
GER,Coal,499,68591.74583057761
GER,Coal,500,68591.74583057761
GER,Coal,501,64425.2892186738
GER,Coal,502,60722.2977633302
GER,Coal,503,57639.5516077841
GER,Coal,504,53116.6233620561
GER,Coal,505,49672.3182863798
GER,Coal,506,47370.1880459836
GER,Coal,507,46255.0386951435
GER,Coal,508,46230.787695564
GER,Coal,509,47374.4422973714
GER,Coal,510,50640.8349219402
GER,Coal,511,58823.4182304701
GER,Coal,512,66799.3349980514
GER,Coal,513,68591.74583057761
GER,Coal,514,68591.74583057761
GER,Coal,515,68591.74583057761
GER,Coal,516,68591.74583057761
GER,Coal,517,68591.74583057761
GER,Coal,518,68591.74583057761
GER,Coal,519,68591.74583057761
GER,Coal,520,68591.74583057761
GER,Coal,521,68277.89629385971
